,Content ID,Type_x,Category,User_ID,Type_y,Date,Time,Sentiment,Score
17,81abd65a-3b76-4574-a0a7-db6bf7184ae2,video,food,9a5aca53-6263-485a-bf77-e60c4608fd26,disgust,10/18/2020,12:49:00,negative,0
18,f332d362-dc48-46c2-a64b-641157c0987e,GIF,soccer,1f7e22c8-558a-4b6f-a04f-b219593f029e,disgust,2/15/2021,08:35:00,negative,0
19,a2e93b29-9259-4092-a4d7-62d5e823bb74,video,public speaking,79acce4b-b991-4a68-b762-d496686a4f32,disgust,09-06-2021,09:41:00,negative,0
20,a2e93b29-9259-4092-a4d7-62d5e823bb74,video,public speaking,b8c653b5-0118-4d7e-9bde-07c2de90f0ff,disgust,12/26/2020,06:13:00,negative,0
21,a2e93b29-9259-4092-a4d7-62d5e823bb74,video,public speaking,92b87fa5-f271-43e0-af66-84fac21052e6,disgust,6/15/2021,05:31:00,negative,0
22,9b3a6d30-48e8-476c-82be-9031524bd04d,video,food,95258c36-5b6b-4591-85ee-0c43f503c1d5,disgust,11/21/2020,03:14:00,negative,0
23,9b3a6d30-48e8-476c-82be-9031524bd04d,video,food,f50ac030-3af8-4e07-aacf-dccff353b8f6,disgust,01-01-2021,11:23:00,negative,0
24,850fe90d-47d6-4eb7-b9c8-810afcb99ce9,video,tennis,b1ceae0c-016d-421f-a6f0-488a7857f9f6,disgust,10-04-2021,09:41:00,negative,0
25,850fe90d-47d6-4eb7-b9c8-810afcb99ce9,video,tennis,1879b698-1639-438e-a07e-ddd735f8d57c,disgust,12/14/2020,12:53:00,negative,0
26,850fe90d-47d6-4eb7-b9c8-810afcb99ce9,video,tennis,56b8948a-68bd-425f-b842-eabe6bcfacca,disgust,06-10-2020,10:20:00,negative,0
27,850fe90d-47d6-4eb7-b9c8-810afcb99ce9,video,tennis,9bb5d084-0b28-4352-8591-5b5a4efecdf0,disgust,8/27/2020,03:08:00,negative,0
28,f98dde71-ce1d-4f6c-bb05-ae05779d2207,GIF,soccer,2dd186bb-7a28-4e80-99c7-f1936afc7b49,disgust,12-12-2020,11:02:00,negative,0
29,f98dde71-ce1d-4f6c-bb05-ae05779d2207,GIF,soccer,9e9c6089-692f-406c-afee-50f62c127e9d,disgust,3/30/2021,11:01:00,negative,0
30,f98dde71-ce1d-4f6c-bb05-ae05779d2207,GIF,soccer,bbef3be1-172e-44bb-be3b-013140707ecf,disgust,10/22/2020,03:40:00,negative,0
31,388bd9db-9d10-4f47-87c4-6db46e83bc95,video,education,9b8a3e97-eee6-4de5-ab88-e00d2c0db6b9,disgust,3/31/2021,12:16:00,negative,0
32,78d0075f-895c-4a15-a35c-a921e2bb2cea,photo,Studying,acd90ee9-84cd-465e-88e3-f128dd0cc1da,disgust,07-12-2020,12:39:00,negative,0
33,78d0075f-895c-4a15-a35c-a921e2bb2cea,photo,Studying,f717de6d-2b64-4ef9-855d-ff1c9460c3fe,disgust,06-07-2020,07:29:00,negative,0
34,bda0b065-7f8b-4d52-b7e9-fcc375cdab08,photo,travel,58fc0c8b-f669-4ee3-9a92-6d4290d85277,disgust,11-09-2020,08:55:00,negative,0
35,bda0b065-7f8b-4d52-b7e9-fcc375cdab08,photo,travel,e57c1d53-11ce-4df6-bb4b-85647776fd6d,disgust,7/26/2020,11:28:00,negative,0
36,809b41e3-7a6f-4d80-84bf-f8d7b0e2d0e1,audio,dogs,49f49bcf-17fe-4edd-990d-16c3d1df931b,disgust,11-05-2021,03:04:00,negative,0
37,34a3747a-0b77-42f6-ae19-87c38b94b674,GIF,science,6fb7ead6-71f3-4f57-94bd-18111fbc5e1a,disgust,4/28/2021,07:00:00,negative,0
38,2920dccb-e06f-49fc-8049-b6d4164dfe84,GIF,veganism,324e384a-9963-4d17-94aa-21859ea85062,disgust,7/21/2020,09:23:00,negative,0
39,2920dccb-e06f-49fc-8049-b6d4164dfe84,GIF,veganism,953cb190-5704-4926-adc2-057c6f3e3cb4,disgust,6/21/2020,02:10:00,negative,0
40,f4e3840e-bb71-40c2-afc5-9408d842646d,photo,healthy eating,d74e1b39-7b34-4bcb-a24d-e215097187f5,disgust,08-03-2021,02:51:00,negative,0
41,74718bbf-e5a3-442f-8ca2-4a3428757fc1,video,dogs,1798905d-6c3a-4e5d-a9d1-ce429b1260d7,disgust,12/22/2020,07:44:00,negative,0
42,74718bbf-e5a3-442f-8ca2-4a3428757fc1,video,dogs,caa8605b-5cd3-49d0-a680-2a6e9f3bf0a5,disgust,08-07-2020,10:18:00,negative,0
43,74718bbf-e5a3-442f-8ca2-4a3428757fc1,video,dogs,d56c9d87-7d56-4a5e-a0e8-bbc4ddc3242c,disgust,10/22/2020,03:01:00,negative,0
44,02fa1c4f-722d-46d2-a85e-e5b136b5f3bc,video,cooking,4172c4ea-8fd9-4e50-bd2c-7020eab84f34,disgust,1/17/2021,11:43:00,negative,0
45,02fa1c4f-722d-46d2-a85e-e5b136b5f3bc,video,cooking,c76c3393-88e2-47b0-ac37-dc4f2053f5a5,disgust,6/23/2020,11:28:00,negative,0
46,eec5e521-4c28-4e8a-93a9-d544803fad7e,audio,food,68724f58-bc4d-4ab0-a4e1-60cdd5e95e7d,disgust,10-10-2020,11:55:00,negative,0
47,49367a0f-1fd5-4417-a7c9-4a154e1ae0ad,photo,technology,0c347562-ce55-450b-91ab-0707662b36f5,disgust,01-08-2020,08:00:00,negative,0
48,457301ee-3e87-40d8-8b82-ea4e1fa90e39,GIF,healthy eating,241d5c6e-06c7-491b-b23e-f8d6ddc0240a,disgust,6/30/2020,11:11:00,negative,0
49,457301ee-3e87-40d8-8b82-ea4e1fa90e39,GIF,healthy eating,ce9b41f4-625e-4868-83d1-6b53767a8af5,disgust,5/21/2021,02:58:00,negative,0
50,457301ee-3e87-40d8-8b82-ea4e1fa90e39,GIF,healthy eating,b3e73328-3638-4913-b7ae-3a6a64c1cd62,disgust,01-10-2020,07:34:00,negative,0
51,457301ee-3e87-40d8-8b82-ea4e1fa90e39,GIF,healthy eating,bfe23c39-f814-4282-b0f7-506cd8295b8a,disgust,07-07-2020,12:17:00,negative,0
52,4fa14453-7b29-4302-b51f-9aa23b472c1b,audio,animals,ffdb3615-516c-422f-aa24-a137e3027d3a,disgust,08-09-2020,03:30:00,negative,0
53,34f73132-fff6-4f01-a5ec-4b4b66461fc7,photo,fitness,1545ddaf-2b75-4143-82fe-b88966aee4fb,disgust,12-11-2020,07:22:00,negative,0
54,34f73132-fff6-4f01-a5ec-4b4b66461fc7,photo,fitness,2ab641a8-6ad4-4d1a-8511-d87ff5346773,disgust,9/21/2020,08:22:00,negative,0
55,34f73132-fff6-4f01-a5ec-4b4b66461fc7,photo,fitness,392bf6a1-dd73-48a5-9fd9-431749f2a8ef,disgust,1/27/2021,03:57:00,negative,0
56,bfa4e11c-9d72-49b9-bd43-49d95c2e5181,photo,veganism,9a84c667-c913-47ce-be69-0f847dbfe0db,disgust,06-12-2020,06:14:00,negative,0
57,220d9dc1-f8a5-422d-b200-3819f3b89b2b,video,dogs,168e6d97-0b9c-45d0-ba57-cabc8c60d428,disgust,6/26/2020,04:08:00,negative,0
58,220d9dc1-f8a5-422d-b200-3819f3b89b2b,video,dogs,cafa0d07-63be-4b5b-bc7f-c4f4091d403d,disgust,5/18/2021,09:59:00,negative,0
59,220d9dc1-f8a5-422d-b200-3819f3b89b2b,video,dogs,72d2587e-8fae-4626-a73d-352e6465ba0f,disgust,2/22/2021,06:10:00,negative,0
60,18b4da8a-5f22-4dbe-b2af-c9013581cdd9,GIF,Studying,2ab641a8-6ad4-4d1a-8511-d87ff5346773,disgust,07-02-2021,06:56:00,negative,0
61,14ed7f7b-2c96-4458-8a39-606c25c14180,video,tennis,ab9a4d70-3ae4-48d6-b161-c18bd687c3b4,disgust,2/24/2021,03:44:00,negative,0
62,c01fa154-5348-4040-9d20-0bbf01f6349b,GIF,tennis,d47fd6cf-20fa-45fe-97a1-b8aca043c9a8,disgust,11/24/2020,07:10:00,negative,0
63,c01fa154-5348-4040-9d20-0bbf01f6349b,GIF,tennis,41cd692a-be3c-4acd-a2c8-184586bdc180,disgust,1/22/2021,04:02:00,negative,0
64,c01fa154-5348-4040-9d20-0bbf01f6349b,GIF,tennis,07061727-dc05-4411-ab78-79f95b1869a9,disgust,3/28/2021,01:07:00,negative,0
65,50c9237a-541c-4f10-a2be-7cbe076b2012,GIF,travel,3956593b-7739-426a-b7a5-e841c95a5df9,disgust,03-09-2020,10:59:00,negative,0
66,50c9237a-541c-4f10-a2be-7cbe076b2012,GIF,travel,ded166ee-173b-4a56-bc6d-464c35709670,disgust,10-11-2020,07:27:00,negative,0
67,50c9237a-541c-4f10-a2be-7cbe076b2012,GIF,travel,9664d628-9163-4aae-94e0-311f3bdb2f11,disgust,1/25/2021,12:52:00,negative,0
68,50c9237a-541c-4f10-a2be-7cbe076b2012,GIF,travel,40f15350-9ac3-4b6c-83c3-51cc7945dd01,disgust,6/26/2020,06:09:00,negative,0
69,50c9237a-541c-4f10-a2be-7cbe076b2012,GIF,travel,a6133f47-5586-434e-8be1-1e7122db1c0e,disgust,1/20/2021,07:32:00,negative,0
70,5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,video,science,600118fa-e6f4-4d74-aeb6-936abbbf38a1,disgust,10/24/2020,10:08:00,negative,0
71,5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,video,science,5b62e10e-3c19-4d28-a57c-e9bdc3d6758d,disgust,07-08-2020,09:07:00,negative,0
72,5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,video,science,a81df767-7da1-4844-b63c-fee4c9c7895d,disgust,1/16/2021,05:51:00,negative,0
73,e442899c-d2d6-4392-be2d-a0b916ae47fb,video,technology,9bbcd241-2de4-4a55-a3fe-2292cfbdc11c,disgust,9/21/2020,09:10:00,negative,0
74,e442899c-d2d6-4392-be2d-a0b916ae47fb,video,technology,7f8ef27a-73f4-4bc1-aa62-f8aaea817294,disgust,04-02-2021,07:27:00,negative,0
75,e442899c-d2d6-4392-be2d-a0b916ae47fb,video,technology,e6a52b6a-20ec-4b09-bbb7-4a1138014985,disgust,5/26/2021,01:22:00,negative,0
76,daab7b1a-fc8d-473e-bbf3-b29f4185ae56,video,science,d51a3403-8bab-4d88-af4f-a429c6d8c168,disgust,12/20/2020,01:10:00,negative,0
77,daab7b1a-fc8d-473e-bbf3-b29f4185ae56,video,science,98511140-45c4-4faa-9962-fea5ad618ea3,disgust,03-06-2021,02:16:00,negative,0
78,d852b946-01e1-44fe-abd7-26198660cbdb,GIF,food,877ce8ba-564f-4b86-9cdc-94a93d9a7997,disgust,10-09-2020,10:21:00,negative,0
79,5fbbdd47-e1ca-4cd4-bb24-dd0eb03f99b0,video,culture,4172c4ea-8fd9-4e50-bd2c-7020eab84f34,disgust,7/15/2020,07:23:00,negative,0
80,5fbbdd47-e1ca-4cd4-bb24-dd0eb03f99b0,video,culture,192a526b-4952-4bda-b659-4661dab12716,disgust,12-02-2021,04:04:00,negative,0
81,5fbbdd47-e1ca-4cd4-bb24-dd0eb03f99b0,video,culture,583f2bde-886d-4cf3-a5c4-7cb60cd25df3,disgust,6/25/2020,05:15:00,negative,0
82,ac1c59df-2803-4cf4-8ec0-fe6bd1f9ea44,GIF,soccer,5ad56e97-58f6-4e66-9b8f-5c16358a9a97,disgust,5/17/2021,01:47:00,negative,0
83,ac1c59df-2803-4cf4-8ec0-fe6bd1f9ea44,GIF,soccer,cd5fd7db-8715-41b7-8f4a-11a65b638d8e,disgust,4/29/2021,06:04:00,negative,0
84,ac1c59df-2803-4cf4-8ec0-fe6bd1f9ea44,GIF,soccer,b143cd2b-20b1-4e9c-9bb7-cfb359b33d01,disgust,12/15/2020,03:05:00,negative,0
85,026973ef-4b73-4901-9160-bc9e04516057,audio,culture,9b8a3e97-eee6-4de5-ab88-e00d2c0db6b9,disgust,12/27/2020,11:36:00,negative,0
86,026973ef-4b73-4901-9160-bc9e04516057,audio,culture,05d7e77f-a18a-4358-a23a-46c560b3682e,disgust,10/20/2020,01:31:00,negative,0
87,f08bdab2-b888-484e-8fd9-919e6ed86c12,audio,education,89d6bd9d-ce6b-42e5-bb9b-ece3b338396d,disgust,3/25/2021,07:36:00,negative,0
88,258bb775-3c35-4eec-90f3-8b75a52e466a,photo,education,b09e3125-2162-443b-bea0-25895b7605bc,disgust,11/26/2020,02:04:00,negative,0
89,8d32243c-2dd1-4128-bde1-d643207e582c,photo,Studying,30a7de62-d6a1-47d6-963f-0724adf18c4b,disgust,03-12-2020,11:30:00,negative,0
90,8d32243c-2dd1-4128-bde1-d643207e582c,photo,Studying,a6668254-c779-424c-8c8b-1762bf45916e,disgust,4/13/2021,07:30:00,negative,0
91,8d32243c-2dd1-4128-bde1-d643207e582c,photo,Studying,48e834aa-fd4a-4206-93e8-ac8fdac613bc,disgust,6/24/2020,06:45:00,negative,0
92,e2c433d2-096e-484e-8c69-28f0bb69f3b7,audio,science,1f7e22c8-558a-4b6f-a04f-b219593f029e,disgust,1/24/2021,08:52:00,negative,0
93,e2c433d2-096e-484e-8c69-28f0bb69f3b7,audio,science,d3aa94aa-3e81-49e4-915a-d269e4f42f29,disgust,11/25/2020,07:43:00,negative,0
94,e2c433d2-096e-484e-8c69-28f0bb69f3b7,audio,science,38cceae3-14e0-49bb-8087-f6f210a2053a,disgust,1/26/2021,03:54:00,negative,0
95,eaddee3e-3a23-47cd-9785-ab7f2120a293,video,science,c76c3393-88e2-47b0-ac37-dc4f2053f5a5,disgust,12/26/2020,09:23:00,negative,0
96,eaddee3e-3a23-47cd-9785-ab7f2120a293,video,science,e6a52b6a-20ec-4b09-bbb7-4a1138014985,disgust,02-04-2021,09:00:00,negative,0
97,9ef39aa2-60f9-4e4b-b666-c6cb97015503,GIF,travel,8b49caad-bcc5-43de-bf40-34a66ff8805c,disgust,1/16/2021,07:00:00,negative,0
98,841403fd-321b-4118-90b3-cc0075d64047,GIF,Studying,30a7de62-d6a1-47d6-963f-0724adf18c4b,disgust,9/27/2020,06:26:00,negative,0
99,dcaa5091-1246-4d3c-aed8-dcd8e1da69cc,photo,science,d51a3403-8bab-4d88-af4f-a429c6d8c168,disgust,12/29/2020,08:39:00,negative,0
100,dcaa5091-1246-4d3c-aed8-dcd8e1da69cc,photo,science,64b82ed5-80dc-4fbb-9dfc-d7e037684f0e,disgust,4/27/2021,12:46:00,negative,0
101,dcaa5091-1246-4d3c-aed8-dcd8e1da69cc,photo,science,cbc99939-e6a6-4269-9819-bffce6f38751,disgust,11/20/2020,10:39:00,negative,0
102,0491183b-be25-4108-b667-8c30d3cdbf50,audio,veganism,8abcf667-7be3-439f-97bb-3375a3de366c,disgust,11-07-2020,06:45:00,negative,0
103,359b93ea-446f-4202-8801-db238de5de4d,photo,food,317c70d5-fe65-4663-afb1-150108e0e55c,disgust,2/26/2021,07:38:00,negative,0
104,86346263-02db-4020-a216-9e54f502f643,GIF,travel,a90c3ed2-7c64-47c3-9da5-b10d05f6f9f2,disgust,9/19/2020,02:51:00,negative,0
105,86346263-02db-4020-a216-9e54f502f643,GIF,travel,9bbcd241-2de4-4a55-a3fe-2292cfbdc11c,disgust,04-11-2020,05:30:00,negative,0
106,3529c44b-d0f4-4bd2-b6eb-be97d2f7623f,photo,Studying,e43acf25-fcfb-4dbf-bc8c-ccbe16c329e7,disgust,9/28/2020,02:41:00,negative,0
107,9d94f180-947c-40f5-aa05-f1958759b7fc,video,science,330ded4b-db65-485a-80a4-6b3bffd33067,disgust,3/13/2021,02:46:00,negative,0
108,497da46d-d5d5-45b0-827a-f2b75d7bf4c2,photo,culture,2546684f-0387-4c46-b19b-9a5ddb2ef221,disgust,06-05-2021,04:52:00,negative,0
109,497da46d-d5d5-45b0-827a-f2b75d7bf4c2,photo,culture,fdbaec82-bc98-47b8-8fe6-4aec7524e8e3,disgust,3/18/2021,03:44:00,negative,0
110,fada6910-2cc5-4600-808c-1e6066f795a6,GIF,technology,8f3d5674-544d-4f70-b4c1-7b9d93371855,disgust,8/26/2020,07:01:00,negative,0
111,be85274a-28f1-4c6d-9ea1-7b20d1e0c66f,photo,culture,241d5c6e-06c7-491b-b23e-f8d6ddc0240a,disgust,2/27/2021,07:03:00,negative,0
112,be85274a-28f1-4c6d-9ea1-7b20d1e0c66f,photo,culture,cafa0d07-63be-4b5b-bc7f-c4f4091d403d,disgust,6/27/2020,02:11:00,negative,0
113,1de2f0f9-61ab-43fb-9180-6870824c63c0,GIF,science,3954373b-2411-4d3a-98ba-03bafc1a1a6d,disgust,07-07-2020,08:10:00,negative,0
114,c2d6e707-f00e-4fa4-a193-eb36272f58df,GIF,veganism,da97952a-2eba-46c4-a19e-3df3c40a1524,disgust,4/15/2021,07:16:00,negative,0
115,af7971aa-5fd5-41d3-b6c3-583704a705a2,video,healthy eating,c07fd88f-9e7b-47eb-8477-8fcbffb7c5c8,disgust,03-01-2021,06:27:00,negative,0
116,af7971aa-5fd5-41d3-b6c3-583704a705a2,video,healthy eating,6e98e5c2-b7d7-4915-bb20-d01a42d29dee,disgust,4/20/2021,03:01:00,negative,0
117,5d8dbd6f-cc78-4f7a-a65c-cd9dde481dd0,video,healthy eating,db392b86-6ba5-4a9b-933a-a2553488bb62,disgust,11/24/2020,08:08:00,negative,0
118,5d8dbd6f-cc78-4f7a-a65c-cd9dde481dd0,video,healthy eating,79acce4b-b991-4a68-b762-d496686a4f32,disgust,12/21/2020,07:33:00,negative,0
119,5d8dbd6f-cc78-4f7a-a65c-cd9dde481dd0,video,healthy eating,c43c2351-9591-4122-acdd-b521723d7292,disgust,04-05-2021,05:40:00,negative,0
120,cd568dd1-70cf-45d6-b495-10eebff8c920,photo,dogs,76a034b7-e163-4735-a15b-b0ff645ca627,disgust,11-11-2020,11:23:00,negative,0
121,cd568dd1-70cf-45d6-b495-10eebff8c920,photo,dogs,d51a3403-8bab-4d88-af4f-a429c6d8c168,disgust,2/15/2021,11:09:00,negative,0
122,72822fb8-8a40-4cf1-a86a-42140b3bf9f3,photo,travel,ba55c3a8-5ab2-486a-8c90-b972117453bb,disgust,12-04-2021,10:58:00,negative,0
123,72822fb8-8a40-4cf1-a86a-42140b3bf9f3,photo,travel,8f41c07f-db4f-44f3-ae81-1f99cee047eb,disgust,01-01-2021,03:36:00,negative,0
124,72822fb8-8a40-4cf1-a86a-42140b3bf9f3,photo,travel,3663e3e6-3d5c-4ed9-a6af-1e680ec5f34b,disgust,12/13/2020,05:23:00,negative,0
125,72822fb8-8a40-4cf1-a86a-42140b3bf9f3,photo,travel,1932a904-86ba-4438-bb52-b7e6516a4019,disgust,11/13/2020,10:06:00,negative,0
126,ef99fd68-74fb-4c72-bc70-742ebca14499,video,soccer,41cd692a-be3c-4acd-a2c8-184586bdc180,disgust,5/25/2021,11:39:00,negative,0
127,d147ab3c-4097-4eec-b4dc-480e4ece801b,audio,culture,b9480379-4b96-412c-8dca-96fff9ae81a3,disgust,5/25/2021,07:18:00,negative,0
128,67f2a150-6086-4cbd-8d21-46250ccef5a2,GIF,cooking,07f4dcd0-2bf3-4f21-9da3-b054b511ae00,disgust,10/23/2020,11:36:00,negative,0
129,67f2a150-6086-4cbd-8d21-46250ccef5a2,GIF,cooking,c64c5004-6ab5-4faa-9fcd-8039fe57799d,disgust,03-04-2021,10:31:00,negative,0
130,67f2a150-6086-4cbd-8d21-46250ccef5a2,GIF,cooking,6178d76a-af2e-4453-93ee-02ca23ed3fdc,disgust,12/23/2020,01:18:00,negative,0
131,67f2a150-6086-4cbd-8d21-46250ccef5a2,GIF,cooking,aa71ef91-252d-4c99-92ad-cf617f09fced,disgust,4/16/2021,10:24:00,negative,0
132,67f2a150-6086-4cbd-8d21-46250ccef5a2,GIF,cooking,f0ef81ec-85b1-4475-ae60-aa7d373088aa,disgust,08-07-2020,09:07:00,negative,0
133,67f2a150-6086-4cbd-8d21-46250ccef5a2,GIF,cooking,0828c4e1-63ec-4121-aa07-eefd37954bb9,disgust,11/13/2020,03:40:00,negative,0
134,67f2a150-6086-4cbd-8d21-46250ccef5a2,GIF,cooking,a8d09ab9-44c6-493c-afdf-93888822a4b0,disgust,9/14/2020,10:32:00,negative,0
135,67f2a150-6086-4cbd-8d21-46250ccef5a2,GIF,cooking,427fa55b-7f49-4981-bcd7-59fee8efb512,disgust,10/14/2020,11:46:00,negative,0
136,67f2a150-6086-4cbd-8d21-46250ccef5a2,GIF,cooking,71519e2e-6e97-4b73-a346-cc3a91cb4661,disgust,01-11-2020,08:01:00,negative,0
137,67f2a150-6086-4cbd-8d21-46250ccef5a2,GIF,cooking,69fcad9e-45a9-4189-b7e1-96b26c57c542,disgust,5/20/2021,12:01:00,negative,0
138,65545cfb-59bb-4dc1-a38b-82f268210da2,audio,technology,f25dc445-de4a-47ee-92a4-0ff29c56656d,disgust,06-07-2020,02:07:00,negative,0
139,65545cfb-59bb-4dc1-a38b-82f268210da2,audio,technology,6fd58dea-315a-4ab2-8023-424a6ff455cd,disgust,06-09-2020,01:50:00,negative,0
140,65545cfb-59bb-4dc1-a38b-82f268210da2,audio,technology,4bcb2c2e-36ed-4d5d-90a1-440993e9f6d2,disgust,10/15/2020,04:56:00,negative,0
141,433607b3-eeb4-48b8-9263-9805c1b89d55,video,education,052faed2-37ac-4a2c-ba6f-2657322e4fa5,disgust,1/20/2021,08:27:00,negative,0
142,433607b3-eeb4-48b8-9263-9805c1b89d55,video,education,1ff398e4-6b68-451d-9b00-2d2a565ba22a,disgust,4/14/2021,03:34:00,negative,0
143,1000371f-7758-4c44-a1bc-41fd836b0bcb,audio,Studying,b3e73328-3638-4913-b7ae-3a6a64c1cd62,disgust,1/23/2021,08:42:00,negative,0
144,5a5bf39d-1bfd-43f9-b304-ea8fbaaa3528,video,Studying,19fa2bc2-96ab-45b6-99de-1995c2bee330,disgust,06-07-2020,03:48:00,negative,0
145,8e3896e3-2f84-4b47-9365-fb562c9ed730,video,public speaking,1add9169-fda0-4da2-82a0-4de3bf7ed8ca,disgust,9/24/2020,08:48:00,negative,0
146,8e3896e3-2f84-4b47-9365-fb562c9ed730,video,public speaking,6178d76a-af2e-4453-93ee-02ca23ed3fdc,disgust,01-09-2020,08:27:00,negative,0
147,8e3896e3-2f84-4b47-9365-fb562c9ed730,video,public speaking,8f41c07f-db4f-44f3-ae81-1f99cee047eb,disgust,02-02-2021,11:04:00,negative,0
148,de9796a6-d19d-4c41-a965-7aa4dcc69fee,audio,technology,da97952a-2eba-46c4-a19e-3df3c40a1524,disgust,06-05-2021,04:55:00,negative,0
149,391a9aa4-c04a-431e-8366-712d92267c2b,video,public speaking,d56c9d87-7d56-4a5e-a0e8-bbc4ddc3242c,disgust,5/24/2021,09:55:00,negative,0
150,391a9aa4-c04a-431e-8366-712d92267c2b,video,public speaking,789b11b4-96ff-4abd-8da2-3da8b12d1e6e,disgust,4/29/2021,08:20:00,negative,0
151,36d36f19-7a10-4d7d-a3ab-a3f2cbbfcf4a,photo,food,a90c3ed2-7c64-47c3-9da5-b10d05f6f9f2,disgust,12/25/2020,06:35:00,negative,0
152,36d36f19-7a10-4d7d-a3ab-a3f2cbbfcf4a,photo,food,9664d628-9163-4aae-94e0-311f3bdb2f11,disgust,12-12-2020,11:40:00,negative,0
153,36d36f19-7a10-4d7d-a3ab-a3f2cbbfcf4a,photo,food,20d507a0-fdba-4c04-a30c-bd18273accdc,disgust,7/15/2020,12:39:00,negative,0
154,c7066a17-2e12-49d2-bb9e-c8967051f490,GIF,public speaking,bfe23c39-f814-4282-b0f7-506cd8295b8a,disgust,03-09-2020,08:25:00,negative,0
155,c6cbd704-9d4a-4ace-b61e-e5df74ee83af,photo,education,49f49bcf-17fe-4edd-990d-16c3d1df931b,disgust,05-04-2021,05:18:00,negative,0
156,eb6fc324-f85b-4bfb-b712-0a3eceb0b9d7,GIF,soccer,cad2d54d-9555-4dfe-bfcd-7a584895a002,disgust,8/21/2020,05:43:00,negative,0
157,b6c24086-becf-4615-801e-c3c298a8d4e2,photo,travel,4793cc6d-be60-42cc-bfd4-7ce8fd4d0eab,disgust,04-11-2020,01:35:00,negative,0
158,b6c24086-becf-4615-801e-c3c298a8d4e2,photo,travel,03e3a23a-a77a-41da-9ecd-3f2ff9e5bc90,disgust,5/23/2021,07:58:00,negative,0
159,b6c24086-becf-4615-801e-c3c298a8d4e2,photo,travel,4baf648a-0ad5-412d-8250-5a0ff9289fbf,disgust,6/20/2020,11:04:00,negative,0
160,b6c24086-becf-4615-801e-c3c298a8d4e2,photo,travel,4baf648a-0ad5-412d-8250-5a0ff9289fbf,disgust,7/20/2020,04:21:00,negative,0
161,1beeffff-f261-435f-a109-6fafe46669d4,photo,public speaking,d3aa94aa-3e81-49e4-915a-d269e4f42f29,disgust,1/24/2021,03:47:00,negative,0
